nose_x,nose_y,nose_z,leftEyeInner_x,leftEyeInner_y,leftEyeInner_z,leftEye_x,leftEye_y,leftEye_z,leftEyeOuter_x,leftEyeOuter_y,leftEyeOuter_z,rightEyeInner_x,rightEyeInner_y,rightEyeInner_z,rightEye_x,rightEye_y,rightEye_z,rightEyeOuter_x,rightEyeOuter_y,rightEyeOuter_z,leftEar_x,leftEar_y,leftEar_z,rightEar_x,rightEar_y,rightEar_z,leftMouth_x,leftMouth_y,leftMouth_z,rightMouth_x,rightMouth_y,rightMouth_z,leftShoulder_x,leftShoulder_y,leftShoulder_z,rightShoulder_x,rightShoulder_y,rightShoulder_z,leftElbow_x,leftElbow_y,leftElbow_z,rightElbow_x,rightElbow_y,rightElbow_z,leftWrist_x,leftWrist_y,leftWrist_z,rightWrist_x,rightWrist_y,rightWrist_z,leftPinky_x,leftPinky_y,leftPinky_z,rightPinky_x,rightPinky_y,rightPinky_z,leftIndex_x,leftIndex_y,leftIndex_z,rightIndex_x,rightIndex_y,rightIndex_z,leftThumb_x,leftThumb_y,leftThumb_z,rightThumb_x,rightThumb_y,rightThumb_z,leftHip_x,leftHip_y,leftHip_z,rightHip_x,rightHip_y,rightHip_z,leftKnee_x,leftKnee_y,leftKnee_z,rightKnee_x,rightKnee_y,rightKnee_z,leftAnkle_x,leftAnkle_y,leftAnkle_z,rightAnkle_x,rightAnkle_y,rightAnkle_z,leftHeel_x,leftHeel_y,leftHeel_z,rightHeel_x,rightHeel_y,rightHeel_z,leftFootIndex_x,leftFootIndex_y,leftFootIndex_z,rightFootIndex_x,rightFootIndex_y,rightFootIndex_z,position
361.4846496582031,264.7222900390625,-264.747314453125,369.2419128417969,244.2608642578125,-253.63265991210938,373.0031433105469,245.80502319335938,-253.63265991210938,376.5641784667969,247.33319091796875,-253.81488037109375,352.1382141113281,237.830078125,-303.0108947753906,343.9676513671875,235.120849609375,-302.82867431640625,334.1033020019531,232.13626098632812,-302.82867431640625,357.07952880859375,249.036376953125,-143.5794219970703,309.45147705078125,233.06521606445312,-356.0332336425781,356.3714294433594,287.67333984375,-208.62745666503906,338.3980407714844,280.9518737792969,-271.67120361328125,272.3214111328125,337.46759033203125,63.863685607910156,267.0888671875,323.468994140625,-427.0941162109375,258.1632385253906,517.89453125,220.83534240722656,310.75048828125,504.86480712890625,-394.66119384765625,305.3735046386719,646.1096801757812,223.02183532714844,347.2945251464844,659.934326171875,-288.2520751953125,308.5009460449219,693.0109252929688,222.1107940673828,355.75738525390625,706.6936645507812,-315.4009704589844,312.3382263183594,695.7451782226562,180.74972534179688,363.51922607421875,709.0494384765625,-321.413818359375,311.69482421875,687.8502807617188,202.7968292236328,359.138916015625,689.2364501953125,-284.6079406738281,246.5470428466797,666.1044311523438,165.6265106201172,273.9154357910156,673.354736328125,-165.44430541992188,237.41360473632812,890.1170654296875,283.3324890136719,302.3497314453125,926.334716796875,-69.7854232788086,204.92225646972656,1083.0791015625,460.6202697753906,264.7790222167969,1155.1148681640625,31.521875381469727,181.06112670898438,1109.557861328125,472.2815246582031,239.6700897216797,1201.4793701171875,39.35679626464844,282.2284240722656,1155.7813720703125,428.18731689453125,357.19036865234375,1208.73681640625,-53.75117874145508,1.0
362.169189453125,265.292724609375,-252.4285888671875,368.52349853515625,245.97206115722656,-232.87425231933594,372.2662048339844,246.95819091796875,-233.22979736328125,375.76654052734375,247.85903930664062,-233.22979736328125,351.6887512207031,240.2172088623047,-283.5377197265625,343.0528564453125,237.07492065429688,-283.71551513671875,333.3070068359375,233.79776000976562,-283.3599853515625,358.83197021484375,249.60594177246094,-92.70528411865234,309.3965148925781,235.09567260742188,-311.8026428222656,358.0644226074219,289.4419860839844,-187.72154235839844,339.1839294433594,282.53680419921875,-252.07305908203125,293.2351379394531,343.93756103515625,123.63667297363281,265.5859069824219,320.25726318359375,-386.8201599121094,282.4332275390625,518.336669921875,263.8056335449219,293.0315856933594,495.053955078125,-366.19921875,326.3540344238281,668.021728515625,206.92031860351562,345.7379455566406,664.93701171875,-273.0495300292969,341.7766418457031,715.1565551757812,199.0985870361328,354.3287353515625,709.854248046875,-307.1806945800781,341.5210266113281,704.2044677734375,155.9013214111328,363.50360107421875,709.3584594726562,-316.2467956542969,330.197998046875,695.5050048828125,184.34397888183594,359.8121337890625,690.1893310546875,-271.62738037109375,265.73248291015625,670.4266357421875,166.21177673339844,268.7872619628906,665.6033325195312,-166.0340118408203,279.3960266113281,894.393798828125,274.4716491699219,295.5183410644531,933.2461547851562,-103.37128448486328,244.43804931640625,1090.1429443359375,393.5752868652344,268.7999267578125,1164.5751953125,-41.59738540649414,217.55905151367188,1132.688720703125,398.1971740722656,236.03280639648438,1200.38427734375,-39.1086540222168,315.5807189941406,1154.288330078125,333.49017333984375,364.5252380371094,1216.279052734375,-153.59034729003906,1.0
399.8551940917969,244.71237182617188,-268.1999816894531,403.9830322265625,219.5886993408203,-258.6718444824219,404.6653137207031,219.04159545898438,-258.3189392089844,404.9248046875,218.17100524902344,-258.6718444824219,394.46728515625,215.3729248046875,-313.3705139160156,387.1422424316406,211.56082153320312,-313.0176086425781,380.2835388183594,207.57342529296875,-313.1940612792969,375.98828125,211.17889404296875,-159.24374389648438,347.76092529296875,201.16165161132812,-397.35943603515625,388.1064453125,260.09710693359375,-216.324462890625,377.02392578125,257.186279296875,-286.1976318359375,274.88140869140625,299.999267578125,43.40605163574219,290.98138427734375,290.83062744140625,-482.7599792480469,258.3158264160156,473.23931884765625,221.61788940429688,298.57757568359375,483.02069091796875,-446.41180419921875,298.80718994140625,619.2149658203125,250.90814208984375,358.6763916015625,649.7546997070312,-316.54656982421875,300.380126953125,662.9354858398438,252.49615478515625,366.1265869140625,698.0313110351562,-351.1302490234375,302.8916320800781,665.1634521484375,207.14918518066406,367.7579040527344,698.785888671875,-356.0707702636719,303.1775207519531,661.6317138671875,229.02867126464844,364.4007873535156,677.556640625,-313.0176086425781,239.59429931640625,652.9116821289062,178.91761779785156,282.476318359375,661.046142578125,-178.74118041992188,242.25308227539062,870.2833251953125,338.0731201171875,307.27398681640625,920.8599853515625,-35.642364501953125,187.5669403076172,1017.8028564453125,621.800537109375,270.345947265625,1164.645751953125,114.337890625,165.49832153320312,1052.2108154296875,643.679931640625,242.83578491210938,1212.5042724609375,126.33631134033203,249.3883819580078,1092.640625,620.388916015625,361.88128662109375,1198.738037109375,36.3481559753418,1.0
386.49078369140625,243.84310913085938,-332.06622314453125,395.78985595703125,219.3238525390625,-322.1166687011719,398.1407470703125,219.5838623046875,-322.1166687011719,400.3759460449219,216.58535766601562,-321.7613220214844,383.4432067871094,212.76939392089844,-373.81878662109375,377.1697082519531,207.2905731201172,-374.17413330078125,368.0755615234375,202.74017333984375,-373.81878662109375,379.92236328125,213.12484741210938,-209.1182098388672,341.5896911621094,196.248779296875,-438.4908752441406,377.8432922363281,260.60455322265625,-275.7446594238281,363.9036560058594,254.78775024414062,-343.0818176269531,275.9373474121094,290.1765441894531,-3.9087517261505127,296.8348388671875,285.29449462890625,-486.4619140625,256.1123046875,459.9079895019531,173.05108642578125,314.30865478515625,477.8051452636719,-432.805419921875,297.4692077636719,623.3297119140625,192.23951721191406,360.2990417480469,655.709716796875,-300.26318359375,296.8347473144531,670.8294677734375,186.55404663085938,372.4736022949219,702.7823486328125,-334.73126220703125,315.6590270996094,675.5828247070312,140.00437927246094,373.7265625,697.58837890625,-346.8128967285156,299.26666259765625,653.6752319335938,170.56370544433594,370.4317626953125,688.3980712890625,-300.6185302734375,249.87643432617188,631.724365234375,164.8782501220703,289.3966979980469,642.80810546875,-164.78941345214844,262.8440246582031,870.4052124023438,294.222412109375,317.1878356933594,901.043701171875,-57.92059326171875,235.58090209960938,1075.2923583984375,461.5880432128906,274.8525390625,1141.8358154296875,68.58082580566406,204.76626586914062,1112.991943359375,471.1822509765625,246.43580627441406,1189.5048828125,77.81969451904297,305.1880187988281,1130.0380859375,411.84027099609375,365.3793640136719,1178.7977294921875,-14.568984031677246,1.0
375.8330993652344,258.78106689453125,-189.48167419433594,387.2162780761719,241.1492919921875,-153.92018127441406,391.9370422363281,243.13275146484375,-153.92018127441406,396.417236328125,244.78721618652344,-153.56097412109375,368.2512512207031,231.94775390625,-197.2046356201172,359.42755126953125,227.54208374023438,-197.2046356201172,348.5528564453125,223.56124877929688,-197.3842315673828,385.75531005859375,248.50537109375,48.76234436035156,320.939697265625,223.90597534179688,-143.32357788085938,373.12579345703125,280.3011779785156,-105.6966552734375,349.34979248046875,272.46160888671875,-162.00234985351562,347.80029296875,349.14971923828125,247.13438415527344,260.3103942871094,311.10546875,-227.9168243408203,352.0523986816406,494.7378845214844,245.33834838867188,291.3760070800781,421.80975341796875,-368.9055480957031,406.81732177734375,521.8914794921875,38.43514633178711,454.21124267578125,423.1829833984375,-407.3406982421875,424.1395568847656,507.39239501953125,-2.1552417278289795,484.2803039550781,433.3665466308594,-465.5322265625,420.2380065917969,505.1020812988281,-24.066865921020508,488.3712463378906,417.60321044921875,-443.2613830566406,415.11968994140625,504.4048767089844,20.29519271850586,480.76910400390625,415.19354248046875,-395.48687744140625,332.858154296875,677.6746826171875,136.67825317382812,276.3487243652344,675.4275512695312,-136.85784912109375,326.8238220214844,900.1544189453125,270.48284912109375,282.00103759765625,922.1558227539062,-62.45710754394531,275.7469482421875,1115.050537109375,369.2647705078125,253.78720092773438,1155.963134765625,0.1796034872531891,254.72518920898438,1157.8033447265625,372.49761962890625,233.1661834716797,1185.96826171875,3.2328624725341797,347.01947021484375,1174.4139404296875,266.17236328125,305.0924072265625,1218.42626953125,-142.78477478027344,1.0
370.9908447265625,262.6669006347656,-268.8853454589844,384.8778991699219,244.17984008789062,-233.7510223388672,391.3530578613281,247.36328125,-233.7510223388672,397.02264404296875,250.71128845214844,-233.7510223388672,360.45733642578125,235.2625732421875,-273.0082702636719,349.73382568359375,232.33950805664062,-273.0082702636719,339.6094970703125,229.712646484375,-272.6497802734375,393.78936767578125,258.68536376953125,-19.628631591796875,315.8035583496094,234.0672607421875,-196.1070556640625,372.8202209472656,288.0904846191406,-179.97393798828125,344.77032470703125,279.2709655761719,-231.77919006347656,369.13140869140625,371.9661865234375,166.35040283203125,241.52490234375,327.59027099609375,-261.53582763671875,416.6860656738281,481.83416748046875,-5.915477752685547,307.7881774902344,369.5849609375,-477.5404052734375,457.95770263671875,416.9273376464844,-385.7608642578125,453.3150329589844,324.85699462890625,-531.3175048828125,463.1381530761719,402.30474853515625,-458.1806640625,478.005615234375,306.1974792480469,-595.8499755859375,460.3179931640625,384.3069152832031,-446.7082214355469,479.36517333984375,304.7465515136719,-572.1880493164062,443.3564758300781,400.39306640625,-396.5162658691406,460.7156677246094,307.6605224609375,-521.99609375,327.58697509765625,684.762451171875,107.6437759399414,254.8824005126953,677.6356201171875,-108.18154907226562,315.6501159667969,912.32373046875,105.67195129394531,255.0133819580078,905.62353515625,115.6207046508789,272.16693115234375,1128.7645263671875,245.76121520996094,236.99378967285156,1099.687744140625,349.90948486328125,247.1307373046875,1174.9876708984375,250.60116577148438,225.8428955078125,1125.656982421875,365.68408203125,307.536865234375,1207.771240234375,74.92938995361328,256.82440185546875,1185.91552734375,198.79591369628906,1.0
379.5754089355469,252.2081298828125,-210.2157745361328,392.9255676269531,238.7995147705078,-171.03196716308594,398.9173583984375,241.71755981445312,-171.38497924804688,406.3468933105469,244.52117919921875,-171.12022399902344,370.5771179199219,229.85580444335938,-213.92233276367188,362.39959716796875,224.5762939453125,-214.0988311767578,353.0274658203125,222.09945678710938,-214.0988311767578,405.15863037109375,250.01071166992188,30.623371124267578,337.2228698730469,233.2343292236328,-160.26524353027344,382.25238037109375,276.3553466796875,-127.43557739257812,349.5442199707031,267.1822509765625,-183.91673278808594,393.1755065917969,373.22802734375,227.5131072998047,258.0544128417969,314.46240234375,-264.0493469238281,406.7445983886719,502.76031494140625,134.31922912597656,283.9493713378906,350.4143981933594,-528.8046875,449.0826110839844,371.0133361816406,-108.28494262695312,417.3124694824219,238.89453125,-581.40283203125,457.6413269042969,351.5041809082031,-143.49742126464844,453.6475830078125,206.365234375,-647.4151611328125,464.5779113769531,335.5140380859375,-140.58511352539062,444.725830078125,205.4261474609375,-589.52197265625,448.6937561035156,346.13238525390625,-117.46312713623047,437.29229736328125,218.48583984375,-559.1633911132812,330.4595031738281,687.4292602539062,135.2899932861328,253.55569458007812,678.307373046875,-135.9960174560547,301.707763671875,913.454345703125,256.6361999511719,281.6315612792969,930.34716796875,7.23664665222168,270.4962158203125,1113.2633056640625,377.3646545410156,267.0548400878906,1133.7366943359375,121.78746795654297,245.8812713623047,1137.891845703125,382.6597595214844,253.17738342285156,1163.6290283203125,128.14158630371094,308.8846130371094,1157.0423583984375,276.0516357421875,329.57037353515625,1199.278076171875,-15.708818435668945,1.0
395.445068359375,263.8785400390625,-137.86322021484375,397.4443359375,242.07949829101562,-101.34906005859375,399.5948486328125,241.9971923828125,-101.34906005859375,401.5023498535156,241.69964599609375,-101.52717590332031,382.002197265625,240.20892333984375,-149.7080535888672,375.7983093261719,238.96633911132812,-149.97523498535156,369.5055847167969,237.48501586914062,-149.797119140625,381.9427795410156,243.05462646484375,93.1556396484375,335.749267578125,239.1790008544922,-125.57308959960938,388.9576416015625,285.2727966308594,-59.71400833129883,368.3919982910156,282.3605041503906,-123.97001647949219,372.7604064941406,359.7578125,259.339599609375,255.9146728515625,329.64276123046875,-240.45909118652344,417.42279052734375,428.2982177734375,298.7036437988281,295.0307312011719,316.7614440917969,-541.478271484375,418.1330261230469,344.4151306152344,211.24777221679688,368.7142639160156,214.60784912109375,-620.9188842773438,417.2628173828125,337.8974609375,192.54539489746094,387.3542785644531,182.94464111328125,-679.69775390625,423.5653381347656,321.475830078125,184.88633728027344,377.58782958984375,183.20660400390625,-642.6492309570312,412.87811279296875,337.81103515625,199.8482208251953,373.4498291015625,199.14212036132812,-608.4506225585938,332.4432067871094,689.9273071289062,130.73849487304688,257.621826171875,684.0216674804688,-131.27285766601562,326.442138671875,916.7384033203125,121.38731384277344,286.5212707519531,934.5441284179688,-28.587913513183594,284.2256164550781,1120.1885986328125,246.871337890625,265.775634765625,1156.5296630859375,63.40995407104492,263.0672302246094,1144.67236328125,252.57110595703125,246.5395050048828,1188.1202392578125,68.39725494384766,334.46954345703125,1170.3038330078125,105.3567123413086,325.5537109375,1221.15966796875,-105.44577026367188,1.0
392.241455078125,263.9566345214844,-142.40975952148438,398.99700927734375,245.03639221191406,-109.58064270019531,402.04132080078125,245.94703674316406,-109.3100814819336,404.66217041015625,246.3574981689453,-109.4002685546875,383.777587890625,237.01016235351562,-154.224609375,376.9181213378906,232.61050415039062,-154.58538818359375,368.4004211425781,227.91221618652344,-154.49517822265625,384.1733093261719,245.83782958984375,81.0806655883789,340.7895812988281,227.3206787109375,-120.49361419677734,382.6805419921875,284.19744873046875,-64.03478240966797,364.2313232421875,275.074951171875,-123.19931030273438,366.3218078613281,353.36456298828125,242.79103088378906,250.15054321289062,322.3040466308594,-201.66445922851562,426.3475646972656,461.45086669921875,60.607566833496094,299.5016174316406,353.0310363769531,-308.629638671875,418.49078369140625,350.24346923828125,-281.7530517578125,349.7345275878906,270.4578857421875,-164.9571990966797,415.9480895996094,318.37115478515625,-332.9808654785156,395.70166015625,251.16848754882812,-191.92396545410156,411.2641296386719,312.5830383300781,-310.97454833984375,360.94061279296875,247.89955139160156,-170.0980224609375,408.8012390136719,318.017333984375,-287.1644287109375,357.1827392578125,252.2760009765625,-152.51101684570312,339.8208923339844,674.921630859375,126.80690002441406,258.6490783691406,686.9613647460938,-128.24993896484375,318.76190185546875,919.4310913085938,233.050537109375,288.91448974609375,926.1849975585938,-37.924827575683594,269.408935546875,1132.3155517578125,336.22772216796875,263.6300354003906,1128.3702392578125,91.9936294555664,245.52981567382812,1173.7457275390625,339.6549072265625,242.21810913085938,1152.1424560546875,100.83222961425781,312.8963623046875,1190.0321044921875,209.42079162597656,292.3297119140625,1209.5325927734375,-45.816436767578125,1.0
394.0340270996094,267.4820556640625,-108.99305725097656,399.2763671875,248.69061279296875,-79.19379425048828,402.0321960449219,249.55223083496094,-79.4646987915039,403.90960693359375,250.028076171875,-79.28409576416016,386.5407409667969,240.94131469726562,-127.41441345214844,377.770263671875,236.03054809570312,-127.32410430908203,370.18011474609375,230.89688110351562,-127.23380279541016,379.5042419433594,244.72503662109375,96.80244445800781,338.5873107910156,225.46755981445312,-116.66861724853516,385.3109130859375,286.222412109375,-34.67550277709961,368.4710693359375,279.457763671875,-97.16364288330078,354.907958984375,349.0759582519531,253.56460571289062,264.2138671875,318.0194091796875,-196.6751251220703,429.8757019042969,446.44989013671875,108.54154205322266,339.3576354980469,362.27593994140625,-252.48098754882812,407.5527648925781,329.6014099121094,-171.39089965820312,378.72979736328125,268.4142761230469,-27.993244171142578,404.1454772949219,308.77984619140625,-204.8022003173828,382.2634582519531,239.5897674560547,-40.63535690307617,399.24676513671875,305.6518249511719,-181.5045928955078,346.10357666015625,224.75494384765625,-26.548433303833008,388.3329162597656,308.19012451171875,-174.4611358642578,344.8031005859375,246.8626708984375,-15.98323917388916,337.1836242675781,671.7511596679688,137.61839294433594,274.5832824707031,681.0546875,-138.25050354003906,314.8026428222656,922.8106689453125,281.37725830078125,296.16107177734375,940.2105712890625,-56.34769058227539,266.0162048339844,1135.149658203125,372.76165771484375,264.9645080566406,1171.5428466796875,-13.183916091918945,238.29925537109375,1159.70556640625,375.6512756347656,244.92218017578125,1201.143310546875,-13.54511833190918,313.9850158691406,1191.062744140625,268.0127258300781,327.33160400390625,1245.840576171875,-160.193603515625,1.0
